"Dato";"Tekst";"Beløb";"Saldo";"Status";"Afstemt"
"20.08.2012";"Sidewalk           21415";"-600,00";"-32.256,77";"Udført";"Nej"
"20.08.2012";"FOCUS ØSTER FARIMA 84875";"-76,45";"-32.333,22";"Udført";"Nej"
"20.08.2012";"Service Kiosk v/Ni 06004";"-53,00";"-32.386,22";"Udført";"Nej"
"21.08.2012";"VDK DKK    39,00";"-39,00";"-32.425,22";"Udført";"Nej"
"21.08.2012";"Irma Oslo Plads    19205";"-422,00";"-32.847,22";"Udført";"Nej"
"22.08.2012";"Irma Oslo Plads    51026";"-390,00";"-33.237,22";"Udført";"Nej"
"23.08.2012";"Schantz Data A/S";"386,00";"-32.851,22";"Udført";"Nej"
"23.08.2012";"Cykelmageren       16814";"-190,00";"-33.041,22";"Udført";"Nej"
"23.08.2012";"McDonald's         01948";"-187,50";"-33.228,72";"Udført";"Nej"
"23.08.2012";"BAKKENS INFORMATIO 42619";"-50,00";"-33.278,72";"Udført";"Nej"
"24.08.2012";"7-Eleven B 15      95066";"-132,85";"-33.411,57";"Udført";"Nej"
"24.08.2012";"Irma Codanhus 2301 66627";"-52,00";"-33.463,57";"Udført";"Nej"
"24.08.2012";"Oakley brilleglas";"1.360,00";"-32.103,57";"Udført";"Nej"
"24.08.2012";"Shell Service-1189 19093";"-419,91";"-32.523,48";"Udført";"Nej"
"24.08.2012";"KØBMANDSGÅRDEN     11287";"-474,60";"-32.998,08";"Udført";"Nej"
"24.08.2012";"TDC Yousee         38813";"-39,70";"-33.037,78";"Udført";"Nej"
"27.08.2012";"VDK DKK   160,00";"-160,00";"-33.197,78";"Udført";"Nej"
"27.08.2012";"LISELEJE BAGEREN A 58714";"-146,00";"-33.343,78";"Udført";"Nej"
"27.08.2012";"LISELEJE BAGEREN A 58804";"-60,00";"-33.403,78";"Udført";"Nej"
"27.08.2012";"STARK Frederiksvær 10611";"-4.336,30";"-37.740,08";"Udført";"Nej"
"27.08.2012";"KØBMANDSGÅRDEN     25410";"-454,70";"-38.194,78";"Udført";"Nej"
"27.08.2012";"onfone.dk          57049";"-100,00";"-38.294,78";"Udført";"Nej"
"27.08.2012";"FOCUS ØSTER FARIMA 87804";"-13,45";"-38.308,23";"Udført";"Nej"
"27.08.2012";"IRMA RYESGADE 60   84687";"-92,50";"-38.400,73";"Udført";"Nej"
"27.08.2012";"Irma Oslo Plads    21507";"-459,00";"-38.859,73";"Udført";"Nej"
"28.08.2012";"VDK DKK    39,00";"-39,00";"-38.898,73";"Udført";"Nej"
"28.08.2012";"onfone.dk          00397";"-50,00";"-38.948,73";"Udført";"Nej"
"28.08.2012";"onfone.dk          04088";"-25,00";"-38.973,73";"Udført";"Nej"
"28.08.2012";"McDonald's Nørrevo 51419";"-252,50";"-39.226,23";"Udført";"Nej"
"29.08.2012";"Irma Oslo Plads    22597";"-376,50";"-39.602,73";"Udført";"Nej"
"30.08.2012";"VDK USD     9,99";"-60,37";"-39.663,10";"Udført";"Nej"
"30.08.2012";"VDK DKK    99,00";"-99,00";"-39.762,10";"Udført";"Nej"
"30.08.2012";"Vin og Tobak v/Mas 75038";"-205,00";"-39.967,10";"Udført";"Nej"
"30.08.2012";"Irma Oslo Plads    53236";"-294,00";"-40.261,10";"Udført";"Nej"
"31.08.2012";"budget";"-20.000,00";"-60.261,10";"Udført";"Nej"
"31.08.2012";"VDK DKK    99,00";"-99,00";"-60.360,10";"Udført";"Nej"
"31.08.2012";"VDK DKK   609,00";"-609,00";"-60.969,10";"Udført";"Nej"
"31.08.2012";"VDK DKK   148,00";"-148,00";"-61.117,10";"Udført";"Nej"
"31.08.2012";"Lønoverførsel";"31.537,14";"-29.579,96";"Udført";"Nej"
"31.08.2012";"TV 2/DANMARK       13374";"-19,00";"-29.598,96";"Udført";"Nej"
"31.08.2012";"Irma Codanhus 2301 01235";"-324,00";"-29.922,96";"Udført";"Nej"
"31.08.2012";"Irma Oslo Plads    23105";"-883,00";"-30.805,96";"Udført";"Nej"
"31.08.2012";"Gebyrer i alt";"-10,00";"-30.815,96";"Udført";"Nej"
"02.09.2012";"Ovf. til budget";"-16.000,00";"-46.815,96";"Udført";"Nej"
"02.09.2012";"Ovf. Sep. - Jette";"38.000,00";"-8.815,96";"Udført";"Nej"
"02.09.2012";"Lommepenge - Jon";"-3.000,00";"-11.815,96";"Udført";"Nej"
"02.09.2012";"Lommepenge - Jette";"-3.000,00";"-14.815,96";"Udført";"Nej"
"02.09.2012";"Lommepenge - Thilde";"-1.000,00";"-15.815,96";"Udført";"Nej"
"03.09.2012";"onfone.dk          32824";"-123,75";"-15.939,71";"Udført";"Nej"
"03.09.2012";"ZISAR HARIDREZZER  13889";"-210,00";"-16.149,71";"Udført";"Nej"
"03.09.2012";"A. BUSCK, KBH      99145";"-299,85";"-16.449,56";"Udført";"Nej"
"03.09.2012";"onfone.dk          17407";"-50,00";"-16.499,56";"Udført";"Nej"
"03.09.2012";"Bog & Idé Købmager 73758";"-144,75";"-16.644,31";"Udført";"Nej"
"03.09.2012";"Holms bager        56489";"-37,00";"-16.681,31";"Udført";"Nej"
"03.09.2012";"Statoil - 10308    27980";"-74,85";"-16.756,16";"Udført";"Nej"
"03.09.2012";"LISELEJE BAGEREN A 49728";"-157,50";"-16.913,66";"Udført";"Nej"
"03.09.2012";"STARK Frederiksvær 50768";"-7.483,33";"-24.396,99";"Udført";"Nej"
"03.09.2012";"STARK Frederiksvær 50770";"-642,65";"-25.039,64";"Udført";"Nej"
"03.09.2012";"SPAR LISELEJE ApS  21646";"-134,45";"-25.174,09";"Udført";"Nej"
"03.09.2012";"McDonald's Nørrevo 02527";"-256,00";"-25.430,09";"Udført";"Nej"
"03.09.2012";"Irma Oslo Plads    23730";"-982,00";"-26.412,09";"Udført";"Nej"
"03.09.2012";"Irma Oslo Plads    23732";"-32,50";"-26.444,59";"Udført";"Nej"
"04.09.2012";"VDK DKK    39,00";"-39,00";"-26.483,59";"Udført";"Nej"
"04.09.2012";"VDK DKK   977,54";"-977,54";"-27.461,13";"Udført";"Nej"
"04.09.2012";"ELGIGANTEN A/S     74638";"-838,00";"-28.299,13";"Udført";"Nej"
"04.09.2012";"onfone.dk          13752";"-50,00";"-28.349,13";"Udført";"Nej"
"04.09.2012";"Irma Oslo Plads    23384";"-347,34";"-28.696,47";"Udført";"Nej"
"05.09.2012";"VDK DKK     2,39";"2,39";"-28.694,08";"Udført";"Nej"
"05.09.2012";"Irma Oslo Plads    23752";"-350,00";"-29.044,08";"Udført";"Nej"
"06.09.2012";"10330270";"89,94";"-28.954,14";"Udført";"Nej"
"06.09.2012";"IRMA RYESGADE 60   02119";"-229,00";"-29.183,14";"Udført";"Nej"
"06.09.2012";"Irma Oslo Plads    24190";"-255,00";"-29.438,14";"Udført";"Nej"
"07.09.2012";"japps.dk";"-45,00";"-29.483,14";"Udført";"Nej"
"07.09.2012";"7-Eleven B 12      97673";"-238,00";"-29.721,14";"Udført";"Nej"
"07.09.2012";"Englebørn          32120";"-349,00";"-30.070,14";"Udført";"Nej"
"07.09.2012";"GRØNLYKKE.COM ApS  16871";"-198,00";"-30.268,14";"Udført";"Nej"
"07.09.2012";"Irma Oslo Plads    25226";"-591,00";"-30.859,14";"Udført";"Nej"
"07.09.2012";"Monsson Accessoriz 66838";"-89,00";"-30.948,14";"Udført";"Nej"
"10.09.2012";"VDK DKK    39,00";"-39,00";"-30.987,14";"Udført";"Nej"
"10.09.2012";"CARRE COPENHAGEN   18798";"-1.200,00";"-32.187,14";"Udført";"Nej"
"10.09.2012";"MATAS - 12527      01282";"-40,00";"-32.227,14";"Udført";"Nej"
"10.09.2012";"KGL. HOFJUVELER P. 13231";"-350,00";"-32.577,14";"Udført";"Nej"
"10.09.2012";"Vedels             02183";"-124,00";"-32.701,14";"Udført";"Nej"
"10.09.2012";"TIVOLI A/S         50719";"-588,00";"-33.289,14";"Udført";"Nej"
"10.09.2012";"Arkadens Isbod     73802";"-80,00";"-33.369,14";"Udført";"Nej"
"10.09.2012";"MCDONALD'S         34283";"-44,00";"-33.413,14";"Udført";"Nej"
"10.09.2012";"MCDONALD'S         65109";"-334,00";"-33.747,14";"Udført";"Nej"
"10.09.2012";"FOCUS ØSTER FARIMA 95022";"-28,95";"-33.776,09";"Udført";"Nej"
"10.09.2012";"IRMA RYESGADE 60   97671";"-686,50";"-34.462,59";"Udført";"Nej"
"10.09.2012";"FOCUS ØSTER FARIMA 95010";"-39,90";"-34.502,49";"Udført";"Nej"
"10.09.2012";"Lagkagehuset Frede 42544";"-429,00";"-34.931,49";"Udført";"Nej"
"10.09.2012";"Billig VVS ApS     24243";"-587,04";"-35.518,53";"Udført";"Nej"
"10.09.2012";"Paradis Trianglen  05190";"-200,00";"-35.718,53";"Udført";"Nej"
"10.09.2012";"Irma Oslo Plads    24955";"-415,00";"-36.133,53";"Udført";"Nej"
"11.09.2012";"VDK DKK    39,00";"-39,00";"-36.172,53";"Udført";"Nej"
"11.09.2012";"Reinh. van Hauen   50835";"-34,95";"-36.207,48";"Udført";"Nej"
"11.09.2012";"IRMA RYESGADE 60   99944";"-195,50";"-36.402,98";"Udført";"Nej"
"12.09.2012";"VDK DKK    12,00";"-12,00";"-36.414,98";"Udført";"Nej"
"12.09.2012";"Automatudb. 2104-1802";"-1.700,00";"-38.114,98";"Udført";"Nej"
"12.09.2012";"Q8 Service - 8020  31050";"-488,70";"-38.603,68";"Udført";"Nej"
"12.09.2012";"Irma Oslo Plads    55286";"-245,50";"-38.849,18";"Udført";"Nej"
"12.09.2012";"FOCUS ØSTER FARIMA 96856";"-53,00";"-38.902,18";"Udført";"Nej"
"12.09.2012";"PULCINELLA PIZZARI 43829";"-152,00";"-39.054,18";"Udført";"Nej"
"12.09.2012";"Mcdonalds Frederik 47673";"-88,50";"-39.142,68";"Udført";"Nej"
"13.09.2012";"Statoil - 10308    56962";"-119,85";"-39.262,53";"Udført";"Nej"
"13.09.2012";"BR-LEGETØJ - 2124  15353";"-139,85";"-39.402,38";"Udført";"Nej"
"13.09.2012";"Player ApS         68192";"-550,00";"-39.952,38";"Udført";"Nej"
"13.09.2012";"LABCPH             09547";"-350,00";"-40.302,38";"Udført";"Nej"
"13.09.2012";"Nespresso Danmark  39358";"-1.203,00";"-41.505,38";"Udført";"Nej"
"13.09.2012";"Irma 23021         76333";"-212,00";"-41.717,38";"Udført";"Nej"
"13.09.2012";"Irma Oslo Plads    40890";"-185,50";"-41.902,88";"Udført";"Nej"
"14.09.2012";"VDK DKK    39,00";"-39,00";"-41.941,88";"Udført";"Nej"
"14.09.2012";"Irma Codanhus 2301 83157";"-74,50";"-42.016,38";"Udført";"Nej"
"14.09.2012";"Vedels             03249";"-154,00";"-42.170,38";"Udført";"Nej"
"14.09.2012";"Halifax            06126";"-772,00";"-42.942,38";"Udført";"Nej"
"14.09.2012";"Blockbuster Video  18518";"-454,90";"-43.397,28";"Udført";"Nej"
"17.09.2012";"7-Eleven B 01      46100";"-104,80";"-43.502,08";"Udført";"Nej"
"17.09.2012";"FRISØR IVONETT     11518";"-470,00";"-43.972,08";"Udført";"Nej"
"17.09.2012";"Games/Karrusella   07317";"-179,00";"-44.151,08";"Udført";"Nej"
"17.09.2012";"A. BUSCK, KBH      11785";"-119,80";"-44.270,88";"Udført";"Nej"
"17.09.2012";"FONA AFD. FS/110   93555";"-309,85";"-44.580,73";"Udført";"Nej"
"17.09.2012";"Lemontblanc        04752";"-127,00";"-44.707,73";"Udført";"Nej"
"17.09.2012";"Irma Illum         80824";"-246,50";"-44.954,23";"Udført";"Nej"
"17.09.2012";"Morten Holm        21978";"-97,00";"-45.051,23";"Udført";"Nej"
"17.09.2012";"Shell Service-1520 10766";"-460,14";"-45.511,37";"Udført";"Nej"
"17.09.2012";"JOE & THE JUICE    90215";"-710,00";"-46.221,37";"Udført";"Nej"
"17.09.2012";"Baresso Coffee A/S 15248";"-102,00";"-46.323,37";"Udført";"Nej"
"17.09.2012";"Baresso Coffee A/S 15250";"-48,00";"-46.371,37";"Udført";"Nej"
"17.09.2012";"Irma Østerbrog.52  77738";"-226,50";"-46.597,87";"Udført";"Nej"
"17.09.2012";"PIZZAHUSET         51782";"-54,00";"-46.651,87";"Udført";"Nej"
"17.09.2012";"7-Eleven B 21      61183";"-81,90";"-46.733,77";"Udført";"Nej"
"17.09.2012";"Irma Oslo Plads    26894";"-292,50";"-47.026,27";"Udført";"Nej"
"17.09.2012";"FOCUS ØSTER FARIMA 99646";"-16,95";"-47.043,22";"Udført";"Nej"
"18.09.2012";"Irma Oslo Plads    28678";"-280,00";"-47.323,22";"Udført";"Nej"
"18.09.2012";"Paradis Trianglen  05682";"-100,00";"-47.423,22";"Udført";"Nej"
"19.09.2012";"Irma Oslo Plads    43663";"-380,00";"-47.803,22";"Udført";"Nej"
"20.09.2012";"Mathilde Ring";"-800,00";"-48.603,22";"Udført";"Nej"
"20.09.2012";"VDK EUR   173,80";"-1.308,78";"-49.912,00";"Udført";"Nej"
"20.09.2012";"Fædretur rest";"-373,00";"-50.285,00";"Udført";"Nej"
"20.09.2012";"FONA AFD. FS/110   09348";"-139,90";"-50.424,90";"Udført";"Nej"
"20.09.2012";"FONA AFD. FS/110   09356";"-69,95";"-50.494,85";"Udført";"Nej"
"20.09.2012";"H & M              57808";"-508,45";"-51.003,30";"Udført";"Nej"
"20.09.2012";"Holms bager        62012";"-37,00";"-51.040,30";"Udført";"Nej"
"20.09.2012";"The Bagel co.      32254";"-104,00";"-51.144,30";"Udført";"Nej"
"20.09.2012";"PULCINELLA PIZZARI 44067";"-102,00";"-51.246,30";"Udført";"Nej"
"21.09.2012";"Irma Oslo Plads    30375";"-408,00";"-51.654,30";"Udført";"Nej"
"21.09.2012";"DSB NETBUTIK       10774";"-329,00";"-51.983,30";"Udført";"Nej"
"21.09.2012";"DSB NETBUTIK       11952";"-309,00";"-52.292,30";"Udført";"Nej"
"24.09.2012";"Vedels             04691";"-126,00";"-52.418,30";"Udført";"Nej"
"24.09.2012";"Lemontblanc        05515";"-155,00";"-52.573,30";"Udført";"Nej"
"24.09.2012";"Fona FF12          45951";"-179,95";"-52.753,25";"Udført";"Nej"
"24.09.2012";"The North Face Sto 06751";"-1.568,00";"-54.321,25";"Udført";"Nej"
"24.09.2012";"Irma Oslo Plads    76595";"-665,50";"-54.986,75";"Udført";"Nej"
"24.09.2012";"Field's Parkering  52519";"-6,00";"-54.992,75";"Udført";"Nej"
"24.09.2012";"FOCUS ØSTER FARIMA 02804";"-162,95";"-55.155,70";"Udført";"Nej"
"24.09.2012";"FOCUS ØSTER FARIMA 02870";"-57,80";"-55.213,50";"Udført";"Nej"
"24.09.2012";"Statoil - 10848    32968";"-47,00";"-55.260,50";"Udført";"Nej"
"24.09.2012";"Statoil - 10848    32859";"-294,41";"-55.554,91";"Udført";"Nej"
"24.09.2012";"Spejder Sport A/S  14595";"-599,00";"-56.153,91";"Udført";"Nej"
"24.09.2012";"Irma Oslo Plads    30881";"-274,50";"-56.428,41";"Udført";"Nej"
"25.09.2012";"VDK DKK    39,00";"-39,00";"-56.467,41";"Udført";"Nej"
"25.09.2012";"Paradis Trianglen  05884";"-100,00";"-56.567,41";"Udført";"Nej"
"25.09.2012";"FOCUS ØSTER FARIMA 03757";"-72,95";"-56.640,36";"Udført";"Nej"
"25.09.2012";"PULCINELLA PIZZARI 44217";"-206,00";"-56.846,36";"Udført";"Nej"
"26.09.2012";"Irma Oslo Plads    28876";"-386,50";"-57.232,86";"Udført";"Nej"
"27.09.2012";"IRMA RYESGADE 60   15535";"-300,00";"-57.532,86";"Udført";"Nej"
"28.09.2012";"budget";"-20.000,00";"-77.532,86";"Udført";"Nej"
"28.09.2012";"Lønoverførsel";"31.537,14";"-45.995,72";"Udført";"Nej"
"28.09.2012";"onfone.dk          71718";"-50,00";"-46.045,72";"Udført";"Nej"
"28.09.2012";"onfone.dk          72339";"-25,00";"-46.070,72";"Udført";"Nej"
"28.09.2012";"MATAS - 14427      93774";"-63,00";"-46.133,72";"Udført";"Nej"
"28.09.2012";"Candy Megastore Sw 79986";"-117,00";"-46.250,72";"Udført";"Nej"
"28.09.2012";"Lemontblanc        06235";"-176,00";"-46.426,72";"Udført";"Nej"
"28.09.2012";"The Bagel co.      32938";"-48,00";"-46.474,72";"Udført";"Nej"
"28.09.2012";"Rente";"0,23";"-46.474,49";"Udført";"Nej"
"28.09.2012";"Rente";"-709,68";"-47.184,17";"Udført";"Nej"
"28.09.2012";"Danske Ekstra-pakke";"-75,00";"-47.259,17";"Udført";"Nej"
"01.10.2012";"Automatudb. 6737-4157";"-500,00";"-47.759,17";"Udført";"Nej"
"01.10.2012";"Netto Landemærket  46578";"-133,90";"-47.893,07";"Udført";"Nej"
"01.10.2012";"Magasin, Kgs Nytor 77423";"-477,00";"-48.370,07";"Udført";"Nej"
"01.10.2012";"MULBERRY           10890";"-100,00";"-48.470,07";"Udført";"Nej"
"01.10.2012";"Holms bager        64660";"-97,00";"-48.567,07";"Udført";"Nej"
"01.10.2012";"Magasin, Kgs Nytor 41655";"-225,00";"-48.792,07";"Udført";"Nej"
"01.10.2012";"Vedels             05826";"-132,00";"-48.924,07";"Udført";"Nej"
"01.10.2012";"ZISAR HARIDREZZER  14353";"-1.005,00";"-49.929,07";"Udført";"Nej"
"01.10.2012";"FOCUS ØSTER FARIMA 05801";"-132,35";"-50.061,42";"Udført";"Nej"
"01.10.2012";"Forum København Ap 38045";"-120,00";"-50.181,42";"Udført";"Nej"
"01.10.2012";"Second Female      15860";"-200,00";"-50.381,42";"Udført";"Nej"
"01.10.2012";"Forum København Ap 00532";"-32,00";"-50.413,42";"Udført";"Nej"
"01.10.2012";"TV 2/DANMARK       47170";"-19,00";"-50.432,42";"Udført";"Nej"
"01.10.2012";"Millian v/Gitte By 02541";"-1.099,00";"-51.531,42";"Udført";"Nej"
"01.10.2012";"FOCUS ØSTER FARIMA 06225";"-32,85";"-51.564,27";"Udført";"Nej"
"01.10.2012";"emmerys            89661";"-89,00";"-51.653,27";"Udført";"Nej"
"01.10.2012";"McDonald's         87450";"-199,00";"-51.852,27";"Udført";"Nej"
"01.10.2012";"Dækket overtræk";"-17.680,00";"-69.532,27";"Udført";"Nej"
"01.10.2012";"onfone.dk          77925";"-123,75";"-69.656,02";"Udført";"Nej"
"01.10.2012";"Ovf. Jette";"38.000,00";"-31.656,02";"Udført";"Nej"
"01.10.2012";"Skolebillede";"-420,00";"-32.076,02";"Udført";"Nej"
"01.10.2012";"Ovf. til budget";"-10.000,00";"-42.076,02";"Udført";"Nej"
"01.10.2012";"RD - Skovbovej";"-1.313,97";"-43.389,99";"Udført";"Nej"
"01.10.2012";"Irma Oslo Plads    81294";"-523,18";"-43.913,17";"Udført";"Nej"
"02.10.2012";"VDK USD     9,99";"-58,55";"-43.971,72";"Udført";"Nej"
"02.10.2012";"VDK DKK    99,00";"-99,00";"-44.070,72";"Udført";"Nej"
"02.10.2012";"VDK DKK    99,00";"-99,00";"-44.169,72";"Udført";"Nej"
"02.10.2012";"VDK DKK    39,00";"-39,00";"-44.208,72";"Udført";"Nej"
"02.10.2012";"Vedels             06426";"-56,00";"-44.264,72";"Udført";"Nej"
"02.10.2012";"Irma Oslo Plads    34306";"-364,50";"-44.629,22";"Udført";"Nej"
"03.10.2012";"TDC Yousee         95459";"-39,70";"-44.668,92";"Udført";"Nej"
"03.10.2012";"Irma Oslo Plads    82689";"-322,66";"-44.991,58";"Udført";"Nej"
"04.10.2012";"Fjernvarme - Malmøg.";"-1.653,67";"-46.645,25";"Udført";"Nej"
"04.10.2012";"VDK DKK    39,00";"-39,00";"-46.684,25";"Udført";"Nej"
"04.10.2012";"KBL";"-300,00";"-46.984,25";"Udført";"Nej"
"04.10.2012";"Corner Shop v/Vari 53471";"-60,00";"-47.044,25";"Udført";"Nej"
"04.10.2012";"Husleje - SPG";"17.700,00";"-29.344,25";"Udført";"Nej"
"04.10.2012";"Irma Oslo Plads    50924";"-492,00";"-29.836,25";"Udført";"Nej"
"04.10.2012";"Lommep. Mathilde";"-1.000,00";"-30.836,25";"Udført";"Nej"
"05.10.2012";"Irma Nørre Voldg.  07281";"-112,00";"-30.948,25";"Udført";"Nej"
"05.10.2012";"PULCINELLA PIZZARI 44574";"-154,00";"-31.102,25";"Udført";"Nej"
"07.10.2012";"Lp okt";"-3.000,00";"-34.102,25";"Udført";"Nej"
"08.10.2012";"Holms bager        60977";"-97,00";"-34.199,25";"Udført";"Nej"
"08.10.2012";"Player ApS         70467";"-500,00";"-34.699,25";"Udført";"Nej"
"08.10.2012";"Morten Holm        28240";"-98,00";"-34.797,25";"Udført";"Nej"
"08.10.2012";"McDonald's         30855";"-217,00";"-35.014,25";"Udført";"Nej"
"08.10.2012";"7-Eleven B 15      50149";"-13,95";"-35.028,20";"Udført";"Nej"
"08.10.2012";"Baresso Coffee A/S 82603";"-189,00";"-35.217,20";"Udført";"Nej"
"08.10.2012";"Irma Oslo Plads    52103";"-772,00";"-35.989,20";"Udført";"Nej"
"08.10.2012";"FOCUS ØSTER FARIMA 09958";"-66,95";"-36.056,15";"Udført";"Nej"
"08.10.2012";"Irma Oslo Plads    85174";"-137,50";"-36.193,65";"Udført";"Nej"
"09.10.2012";"VDK DKK   999,00";"-999,00";"-37.192,65";"Udført";"Nej"
"09.10.2012";"Automatudb. 2104-3544";"-1.500,00";"-38.692,65";"Udført";"Nej"
"09.10.2012";"Implantatklinik Kø 05612";"-2.114,53";"-40.807,18";"Udført";"Nej"
"09.10.2012";"Humac - APP        09958";"-299,00";"-41.106,18";"Udført";"Nej"
"09.10.2012";"Irma Oslo Plads    85817";"-231,50";"-41.337,68";"Udført";"Nej"
"09.10.2012";"Irma Codanhus 2301 01079";"-144,00";"-41.481,68";"Udført";"Nej"
"10.10.2012";"www.larvefødder.dk 05020";"-1.194,20";"-42.675,88";"Udført";"Nej"
"10.10.2012";"Irma Oslo Plads    86864";"-401,00";"-43.076,88";"Udført";"Nej"
"11.10.2012";"Vedels             08092";"-88,00";"-43.164,88";"Udført";"Nej"
"11.10.2012";"Irma Oslo Plads    60580";"-394,95";"-43.559,83";"Udført";"Nej"
"12.10.2012";"Schantz Data A/S";"299,00";"-43.260,83";"Udført";"Nej"
"12.10.2012";"McDonald's         82847";"-183,50";"-43.444,33";"Udført";"Nej"
"12.10.2012";"Spejder Sport A/S  15026";"-2.298,00";"-45.742,33";"Udført";"Nej"
"12.10.2012";"Candy Megastore Sw 14108";"-80,50";"-45.822,83";"Udført";"Nej"
"15.10.2012";"7-Eleven B 01      08611";"-24,95";"-45.847,78";"Udført";"Nej"
"15.10.2012";"DSB 7-Eleven Øster 94057";"-180,00";"-46.027,78";"Udført";"Nej"
"15.10.2012";"Irma Oslo Plads    88190";"-697,50";"-46.725,28";"Udført";"Nej"
"15.10.2012";"ESTATE COFFEE      71883";"-132,00";"-46.857,28";"Udført";"Nej"
"15.10.2012";"Cph. Skatepark     03109";"-380,00";"-47.237,28";"Udført";"Nej"
"15.10.2012";"Q8 Service - 8007  18797";"-502,42";"-47.739,70";"Udført";"Nej"
"15.10.2012";"onfone.dk          73632";"-50,00";"-47.789,70";"Udført";"Nej"
"15.10.2012";"emmerys            93806";"-80,00";"-47.869,70";"Udført";"Nej"
"15.10.2012";"Vedels             08630";"-64,50";"-47.934,20";"Udført";"Nej"
"15.10.2012";"FOCUS ØSTER FARIMA 13657";"-74,95";"-48.009,15";"Udført";"Nej"
"15.10.2012";"PULCINELLA PIZZARI 44866";"-52,00";"-48.061,15";"Udført";"Nej"
"15.10.2012";"Lommepenge - jette";"-3.000,00";"-51.061,15";"Udført";"Nej"
"15.10.2012";"CALIFORNIA SPORTS  01175";"-500,00";"-51.561,15";"Udført";"Nej"
"15.10.2012";"Københavns Energi";"1.653,67";"-49.907,48";"Udført";"Nej"
"15.10.2012";"Ikea - 121, ACO    64459";"-387,00";"-50.294,48";"Udført";"Nej"
"15.10.2012";"Irma Oslo Plads    89445";"-551,38";"-50.845,86";"Udført";"Nej"
"15.10.2012";"Ikea - 121, ECO    13848";"-3.259,00";"-54.104,86";"Udført";"Nej"
"16.10.2012";"Realkredit Danmark";"1.313,97";"-52.790,89";"Udført";"Nej"
"16.10.2012";"VDK DKK     6,00";"-6,00";"-52.796,89";"Udført";"Nej"
"16.10.2012";"Elgiganten 3031    03192";"-668,00";"-53.464,89";"Udført";"Nej"
"16.10.2012";"Irma Oslo Plads    38581";"-310,00";"-53.774,89";"Udført";"Nej"
"17.10.2012";"VDK DKK    39,00";"-39,00";"-53.813,89";"Udført";"Nej"
"17.10.2012";"Lemontblanc        08464";"-125,00";"-53.938,89";"Udført";"Nej"
"17.10.2012";"Nordisk Film Bio   99848";"-196,65";"-54.135,54";"Udført";"Nej"
"17.10.2012";"FOCUS ØSTER FARIMA 14593";"-43,95";"-54.179,49";"Udført";"Nej"
"17.10.2012";"PALADS TEATRET     41093";"-54,45";"-54.233,94";"Udført";"Nej"
"17.10.2012";"DUXIANA            06139";"-17.260,00";"-71.493,94";"Udført";"Nej"
"17.10.2012";"Irma Oslo Plads    57224";"-297,50";"-71.791,44";"Udført";"Nej"
"18.10.2012";"Brdr.Sørensens Eft 36124";"-86,00";"-71.877,44";"Udført";"Nej"
"18.10.2012";"Irma Nørre Voldg.  19409";"-86,50";"-71.963,94";"Udført";"Nej"
"18.10.2012";"McDonald's Nørrevo 97679";"-240,00";"-72.203,94";"Udført";"Nej"
"19.10.2012";"I Form";"-119,90";"-72.323,84";"Udført";"Nej"
"19.10.2012";"Vedels             09223";"-105,00";"-72.428,84";"Udført";"Nej"
"19.10.2012";"FOCUS ØSTER FARIMA 15223";"-66,90";"-72.495,74";"Udført";"Nej"
"19.10.2012";"REINH. VAN HAUEN   19104";"-61,36";"-72.557,10";"Udført";"Nej"
"19.10.2012";"VAISENHUS APOTEK   12596";"-66,00";"-72.623,10";"Udført";"Nej"
"19.10.2012";"A. BUSCK, KBH      09084";"-29,95";"-72.653,05";"Udført";"Nej"
"19.10.2012";"H & M              75148";"-159,90";"-72.812,95";"Udført";"Nej"
"19.10.2012";"Stelling A7S       00317";"-27,00";"-72.839,95";"Udført";"Nej"
"19.10.2012";"Creas A/S          31164";"-90,00";"-72.929,95";"Udført";"Nej"
"19.10.2012";"BYMAN CYKLERS EFTF 69954";"-165,00";"-73.094,95";"Udført";"Nej"
"19.10.2012";"Vedels             09279";"-84,00";"-73.178,95";"Udført";"Nej"
"19.10.2012";"E BILLET A/S       64504";"-166,62";"-73.345,57";"Udført";"Nej"
"19.10.2012";"GRAND TEATRET A/S  13197";"-58,00";"-73.403,57";"Udført";"Nej"
"19.10.2012";"Flying Chef 1 ApS  00451";"-75,00";"-73.478,57";"Udført";"Nej"
"19.10.2012";"Irma Nørre Voldg.  20433";"-130,00";"-73.608,57";"Udført";"Nej"
"22.10.2012";"STARK Frederiksvær 54254";"-734,75";"-74.343,32";"Udført";"Nej"
"22.10.2012";"KØBMANDSHJØRNET    87867";"-66,10";"-74.409,42";"Udført";"Nej"
"22.10.2012";"TisvildelejeBagere 35266";"-74,50";"-74.483,92";"Udført";"Nej"
"22.10.2012";"Pink               04677";"-799,00";"-75.282,92";"Udført";"Nej"
"22.10.2012";"KØBMANDSGÅRDEN     40186";"-494,40";"-75.777,32";"Udført";"Nej"
"22.10.2012";"LISELEJE BAGEREN A 12313";"-85,00";"-75.862,32";"Udført";"Nej"
"22.10.2012";"LISELEJE BAGEREN A 63486";"-16,50";"-75.878,82";"Udført";"Nej"
"22.10.2012";"PULCINELLA PIZZARI 45049";"-204,00";"-76.082,82";"Udført";"Nej"
"22.10.2012";"FOCUS ØSTER FARIMA 16546";"-67,95";"-76.150,77";"Udført";"Nej"
