"Dato";"Tekst";"Beløb";"Saldo";"Status";"Afstemt"
"30.05.2012";"The Italian        20194";"-325,00";"-12.387,99";"Udført";"Nej"
"30.05.2012";"Irma Nørre Voldg.  99567";"-235,00";"-12.622,99";"Udført";"Nej"
"31.05.2012";"budget";"-20.000,00";"-32.622,99";"Udført";"Nej"
"31.05.2012";"VDK DKK    29,00";"-29,00";"-32.651,99";"Udført";"Nej"
"31.05.2012";"VDK DKK    99,00";"-99,00";"-32.750,99";"Udført";"Nej"
"31.05.2012";"Lønoverførsel";"31.537,14";"-1.213,85";"Udført";"Nej"
"31.05.2012";"Automatudb. 3121-83 1165";"-300,00";"-1.513,85";"Udført";"Nej"
"31.05.2012";"McDonald's         61083";"-177,00";"-1.690,85";"Udført";"Nej"
"31.05.2012";"Ovf. Juni 2012";"35.000,00";"33.309,15";"Udført";"Nej"
"31.05.2012";"Ovf. til Budget";"-4.000,00";"29.309,15";"Udført";"Nej"
"31.05.2012";"Lån til SP budget";"-15.000,00";"14.309,15";"Udført";"Nej"
"01.06.2012";"Vedels             90716";"-100,00";"14.209,15";"Udført";"Nej"
"01.06.2012";"onfone.dk          96287";"-99,00";"14.110,15";"Udført";"Nej"
"01.06.2012";"BYMAN CYKLERS EFTF 63894";"-915,00";"13.195,15";"Udført";"Nej"
"01.06.2012";"Lemontblanc        93288";"-186,00";"13.009,15";"Udført";"Nej"
"01.06.2012";"Player ApS         58302";"-150,00";"12.859,15";"Udført";"Nej"
"01.06.2012";"Nespresso Danmark  76377";"-1.099,00";"11.760,15";"Udført";"Nej"
"01.06.2012";"Candy Megastore Sw 73492";"-88,50";"11.671,65";"Udført";"Nej"
"01.06.2012";"FOCUS ØSTER FARIMA 48059";"-158,20";"11.513,45";"Udført";"Nej"
"02.06.2012";"Lommepenge";"-1.200,00";"10.313,45";"Udført";"Nej"
"02.06.2012";"Powertraining";"-600,00";"9.713,45";"Udført";"Nej"
"04.06.2012";"DANTAXI            02825";"-72,00";"9.641,45";"Udført";"Nej"
"04.06.2012";"JOE & THE JUICE    68660";"-710,00";"8.931,45";"Udført";"Nej"
"04.06.2012";"Superhelten v/Benj 00433";"-115,00";"8.816,45";"Udført";"Nej"
"04.06.2012";"Reinh. van Hauen   45954";"-90,88";"8.725,57";"Udført";"Nej"
"04.06.2012";"onfone.dk          28070";"-50,00";"8.675,57";"Udført";"Nej"
"04.06.2012";"Nordisk Film Bio   55046";"-196,65";"8.478,92";"Udført";"Nej"
"04.06.2012";"Irma Oslo Plads    41385";"-801,50";"7.677,42";"Udført";"Nej"
"04.06.2012";"McDonald's Nørrevo 57986";"-155,50";"7.521,92";"Udført";"Nej"
"04.06.2012";"Parkering Kbh KA   17374";"-10,50";"7.511,42";"Udført";"Nej"
"04.06.2012";"Vedels             91143";"-136,00";"7.375,42";"Udført";"Nej"
"04.06.2012";"TDC Yousee         96238";"-39,70";"7.335,72";"Udført";"Nej"
"04.06.2012";"TV 2/DANMARK       30966";"-19,00";"7.316,72";"Udført";"Nej"
"04.06.2012";"Taxa 4 X 35        08139";"-168,00";"7.148,72";"Udført";"Nej"
"04.06.2012";"SuperB Borgergade  73668";"-454,55";"6.694,17";"Udført";"Nej"
"04.06.2012";"SAS UDENRIGSGÅRDEN 08072";"-380,00";"6.314,17";"Udført";"Nej"
"04.06.2012";"SAS UDENRIGSGÅRDEN 08073";"-380,00";"5.934,17";"Udført";"Nej"
"06.06.2012";"VDK DKK   278,00";"-278,00";"5.656,17";"Udført";"Nej"
"06.06.2012";"Automatudb. 2104-3343";"-300,00";"5.356,17";"Udført";"Nej"
"06.06.2012";"Reinh. van Hauen   46695";"-144,80";"5.211,37";"Udført";"Nej"
"06.06.2012";"Lemontblanc        93647";"-146,00";"5.065,37";"Udført";"Nej"
"06.06.2012";"Blockbuster Video  34343";"-65,85";"4.999,52";"Udført";"Nej"
"06.06.2012";"FOCUS ØSTER FARIMA 50309";"-152,55";"4.846,97";"Udført";"Nej"
"06.06.2012";"sidewalkshop.dk     0391";"-579,00";"4.267,97";"Udført";"Nej"
"06.06.2012";"Bueskydning";"-550,00";"3.717,97";"Udført";"Nej"
"07.06.2012";"TDC Yousee         07639";"-39,70";"3.678,27";"Udført";"Nej"
"07.06.2012";"VDK DKK    39,00";"-39,00";"3.639,27";"Udført";"Nej"
"07.06.2012";"VDK DKK   683,50";"-683,50";"2.955,77";"Udført";"Nej"
"07.06.2012";"Meyers Deli A/S    13720";"-120,00";"2.835,77";"Udført";"Nej"
"07.06.2012";"Meyers Deli A/S    13734";"-80,00";"2.755,77";"Udført";"Nej"
"07.06.2012";"Faraos Cigarer     69618";"-2.095,00";"660,77";"Udført";"Nej"
"07.06.2012";"FOCUS ØSTER FARIMA 51173";"-101,95";"558,82";"Udført";"Nej"
"07.06.2012";"PULCINELLA PIZZARI 41677";"-152,00";"406,82";"Udført";"Nej"
"08.06.2012";"Automatudb. 6737-8836";"-1.200,00";"-793,18";"Udført";"Nej"
"08.06.2012";"Superhelten v/Benj 00841";"-510,00";"-1.303,18";"Udført";"Nej"
"08.06.2012";"Vinbørsen          62128";"-96,00";"-1.399,18";"Udført";"Nej"
"08.06.2012";"Reinh. van Hauen   47511";"-59,96";"-1.459,14";"Udført";"Nej"
"08.06.2012";"Shoots             35081";"-1.800,00";"-3.259,14";"Udført";"Nej"
"08.06.2012";"Lemontblanc        94036";"-206,00";"-3.465,14";"Udført";"Nej"
"08.06.2012";"The Bagel co.      20546";"-104,00";"-3.569,14";"Udført";"Nej"
"08.06.2012";"Candy Megastore Sw 75852";"-130,00";"-3.699,14";"Udført";"Nej"
"08.06.2012";"Ovf. tilbage";"15.000,00";"11.300,86";"Udført";"Nej"
"11.06.2012";"Automatudb. 3199-72 2377";"-1.500,00";"9.800,86";"Udført";"Nej"
"11.06.2012";"Hennes & mauritz   90269";"-198,00";"9.602,86";"Udført";"Nej"
"11.06.2012";"Parkering Kbh IØ   23429";"-20,50";"9.582,36";"Udført";"Nej"
"11.06.2012";"Vinspecialisten To 29562";"-55,00";"9.527,36";"Udført";"Nej"
"11.06.2012";"Parkering Kbh IB   21677";"-14,50";"9.512,86";"Udført";"Nej"
"11.06.2012";"FOCUS ØSTER FARIMA 51924";"-107,90";"9.404,96";"Udført";"Nej"
"11.06.2012";"McDonald's         15635";"-292,50";"9.112,46";"Udført";"Nej"
"11.06.2012";"Vedels             92353";"-100,00";"9.012,46";"Udført";"Nej"
"11.06.2012";"FOCUS ØSTER FARIMA 52351";"-117,20";"8.895,26";"Udført";"Nej"
"11.06.2012";"FOCUS ØSTER FARIMA 52541";"-65,95";"8.829,31";"Udført";"Nej"
"11.06.2012";"emmerys            58364";"-135,00";"8.694,31";"Udført";"Nej"
"11.06.2012";"Toscana Due        10851";"-129,00";"8.565,31";"Udført";"Nej"
"11.06.2012";"Implantatklinik Kø 06702";"-560,75";"8.004,56";"Udført";"Nej"
"11.06.2012";"ZISAR HARIDREZZER  12459";"-705,00";"7.299,56";"Udført";"Nej"
"11.06.2012";"Irma Oslo Plads    01092";"-804,00";"6.495,56";"Udført";"Nej"
"11.06.2012";"FOCUS ØSTER FARIMA 53369";"-69,95";"6.425,61";"Udført";"Nej"
"12.06.2012";"JOE & THE JUICE CP 13279";"-86,00";"6.339,61";"Udført";"Nej"
"12.06.2012";"Automatudb. 3121-83 4156";"-500,00";"5.839,61";"Udført";"Nej"
"12.06.2012";"Irma Fr.Borggade   78755";"-426,00";"5.413,61";"Udført";"Nej"
"12.06.2012";"Paradis Trianglen  60551";"-200,00";"5.213,61";"Udført";"Nej"
"13.06.2012";"VDK DKK    24,00";"-24,00";"5.189,61";"Udført";"Nej"
"13.06.2012";"VDK DKK   851,30";"-851,30";"4.338,31";"Udført";"Nej"
"14.06.2012";"Reinh. van Hauen   49028";"-38,95";"4.299,36";"Udført";"Nej"
"15.06.2012";"Vedels             93103";"-126,00";"4.173,36";"Udført";"Nej"
"15.06.2012";"Irma Østerbrog.52  94065";"-193,50";"3.979,86";"Udført";"Nej"
"17.06.2012";"Løn";"-580,00";"3.399,86";"Udført";"Nej"
"18.06.2012";"VDK DKK    30,00";"-30,00";"3.369,86";"Udført";"Nej"
"18.06.2012";"Vedels             93309";"-102,00";"3.267,86";"Udført";"Nej"
"18.06.2012";"FOCUS ØSTER FARIMA 55463";"-60,85";"3.207,01";"Udført";"Nej"
"18.06.2012";"PedalAtleten af 19 14843";"-349,00";"2.858,01";"Udført";"Nej"
"18.06.2012";"ParadIS Købmagerga 59784";"-200,00";"2.658,01";"Udført";"Nej"
"18.06.2012";"Faraos Cigarer     70254";"-211,00";"2.447,01";"Udført";"Nej"
"18.06.2012";"Dansk Shell - 1054 25947";"-618,85";"1.828,16";"Udført";"Nej"
"18.06.2012";"GAMES WORKSHOP     60480";"-30,00";"1.798,16";"Udført";"Nej"
"18.06.2012";"IRMA RYESGADE 60   21672";"-324,00";"1.474,16";"Udført";"Nej"
"18.06.2012";"Vedels             93523";"-48,00";"1.426,16";"Udført";"Nej"
"18.06.2012";"FOCUS ØSTER FARIMA 55953";"-17,00";"1.409,16";"Udført";"Nej"
"18.06.2012";"Bettina Beltner    26017";"-480,00";"929,16";"Udført";"Nej"
"18.06.2012";"emmerys            60384";"-84,00";"845,16";"Udført";"Nej"
"18.06.2012";"FOCUS ØSTER FARIMA 56562";"-174,75";"670,41";"Udført";"Nej"
"18.06.2012";"Irma Codanhus 2301 21382";"-92,00";"578,41";"Udført";"Nej"
"18.06.2012";"Irma Nørre Voldg.  15084";"-378,50";"199,91";"Udført";"Nej"
"18.06.2012";"FOCUS ØSTER FARIMA 56910";"-106,75";"93,16";"Udført";"Nej"
"19.06.2012";"Gebr. Heinemann    51818";"-199,00";"-105,84";"Udført";"Nej"
"19.06.2012";"McDonald's         66649";"-178,50";"-284,34";"Udført";"Nej"
"19.06.2012";"McDonald's         91897";"-51,00";"-335,34";"Udført";"Nej"
"20.06.2012";"FOCUS ØSTER FARIMA 57877";"-104,95";"-440,29";"Udført";"Nej"
"20.06.2012";"PULCINELLA PIZZARI 42131";"-204,00";"-644,29";"Udført";"Nej"
"21.06.2012";"Naturstyrelsen     46005";"-206,66";"-850,95";"Udført";"Nej"
"21.06.2012";"FOCUS ØSTER FARIMA 58210";"-62,95";"-913,90";"Udført";"Nej"
"21.06.2012";"Faraos Cigarer     70524";"-442,00";"-1.355,90";"Udført";"Nej"
"21.06.2012";"Irma Oslo Plads    30018";"-430,50";"-1.786,40";"Udført";"Nej"
"22.06.2012";"VDK EUR     8,99";"-67,52";"-1.853,92";"Udført";"Nej"
"22.06.2012";"Reinh. van Hauen   50802";"-35,40";"-1.889,32";"Udført";"Nej"
"22.06.2012";"Faraos Cigarer     70585";"-74,00";"-1.963,32";"Udført";"Nej"
"22.06.2012";"Irma Nørre Voldg.  86212";"-344,00";"-2.307,32";"Udført";"Nej"
"25.06.2012";"FOCUS ØSTER FARIMA 59231";"-70,90";"-2.378,22";"Udført";"Nej"
"25.06.2012";"FOCUS ØSTER FARIMA 59235";"-230,00";"-2.608,22";"Udført";"Nej"
"25.06.2012";"SILVAN             83105";"-381,57";"-2.989,79";"Udført";"Nej"
"25.06.2012";"SILVAN             23594";"-612,70";"-3.602,49";"Udført";"Nej"
"25.06.2012";"STOF 2000          65382";"-110,90";"-3.713,39";"Udført";"Nej"
"25.06.2012";"Spejder Sport A/S  96902";"-114,00";"-3.827,39";"Udført";"Nej"
"25.06.2012";"Vedels             94560";"-85,00";"-3.912,39";"Udført";"Nej"
"25.06.2012";"Magasin, Kgs Nytor 19381";"-479,40";"-4.391,79";"Udført";"Nej"
"25.06.2012";"Vedels             94667";"-122,00";"-4.513,79";"Udført";"Nej"
"25.06.2012";"FOCUS ØSTER FARIMA 59627";"-21,90";"-4.535,69";"Udført";"Nej"
"25.06.2012";"JORDEN RUNDT CAFE  63974";"-210,00";"-4.745,69";"Udført";"Nej"
"25.06.2012";"McDonald's         69531";"-292,50";"-5.038,19";"Udført";"Nej"
"25.06.2012";"Bibliotek";"-160,00";"-5.198,19";"Udført";"Nej"
"25.06.2012";"Statoil - 10750    30077";"-102,70";"-5.300,89";"Udført";"Nej"
"25.06.2012";"Statoil - 10750    80358";"-43,95";"-5.344,84";"Udført";"Nej"
"25.06.2012";"onfone.dk          78675";"-100,00";"-5.444,84";"Udført";"Nej"
"25.06.2012";"Faraos Cigarer     70819";"-60,00";"-5.504,84";"Udført";"Nej"
"25.06.2012";"LABCPH             07434";"-649,00";"-6.153,84";"Udført";"Nej"
"25.06.2012";"Irma Nørre Voldg.  20937";"-816,50";"-6.970,34";"Udført";"Nej"
"26.06.2012";"VDK DKK    18,00";"-18,00";"-6.988,34";"Udført";"Nej"
"26.06.2012";"VDK DKK    39,00";"-39,00";"-7.027,34";"Udført";"Nej"
"26.06.2012";"Reinh. van Hauen   51815";"-87,40";"-7.114,74";"Udført";"Nej"
"26.06.2012";"APOTEKET TRIANGLEN 22989";"-149,25";"-7.263,99";"Udført";"Nej"
"26.06.2012";"FONA AFD. FS/110   70856";"-249,95";"-7.513,94";"Udført";"Nej"
"26.06.2012";"MCS Copenhagen     14420";"-560,00";"-8.073,94";"Udført";"Nej"
"26.06.2012";"Nespresso Danmark  75021";"-309,00";"-8.382,94";"Udført";"Nej"
"26.06.2012";"North Face         52687";"-758,40";"-9.141,34";"Udført";"Nej"
"27.06.2012";"TDC Yousee         93857";"-39,70";"-9.181,04";"Udført";"Nej"
"27.06.2012";"VDK DKK    39,00";"-39,00";"-9.220,04";"Udført";"Nej"
"27.06.2012";"Reinh. van Hauen   52075";"-46,95";"-9.266,99";"Udført";"Nej"
"27.06.2012";"FOCUS ØSTER FARIMA 61298";"-58,00";"-9.324,99";"Udført";"Nej"
"27.06.2012";"Plaza Grill Og Piz 07442";"-100,00";"-9.424,99";"Udført";"Nej"
"27.06.2012";"Irma Oslo Plads    06028";"-664,50";"-10.089,49";"Udført";"Nej"
"27.06.2012";"FOCUS ØSTER FARIMA 61593";"-142,40";"-10.231,89";"Udført";"Nej"
"28.06.2012";"onfone.dk          66188";"-50,00";"-10.281,89";"Udført";"Nej"
"28.06.2012";"onfone.dk          66286";"-50,00";"-10.331,89";"Udført";"Nej"
"28.06.2012";"onfone.dk          70863";"-25,00";"-10.356,89";"Udført";"Nej"
"28.06.2012";"Nordisk Film Bio   45155";"-316,77";"-10.673,66";"Udført";"Nej"
"28.06.2012";"Shawarma ApS       83530";"-269,00";"-10.942,66";"Udført";"Nej"
"29.06.2012";"budget";"-20.000,00";"-30.942,66";"Udført";"Nej"
"29.06.2012";"PALADS TEATRET     31158";"-168,40";"-31.111,06";"Udført";"Nej"
"29.06.2012";"Lønoverførsel";"31.537,14";"426,08";"Udført";"Nej"
"29.06.2012";"Morten Holm        61361";"-87,00";"339,08";"Udført";"Nej"
"29.06.2012";"Ekstra ovf. budget";"-7.000,00";"-6.660,92";"Udført";"Nej"
"29.06.2012";"Ovf Jette løn";"33.000,00";"26.339,08";"Udført";"Nej"
"29.06.2012";"Lån til SP budget";"-17.500,00";"8.839,08";"Udført";"Nej"
"29.06.2012";"Irma Østerbrog.52  07660";"-153,50";"8.685,58";"Udført";"Nej"
"29.06.2012";"Rente";"3,68";"8.689,26";"Udført";"Nej"
"29.06.2012";"Rente";"-117,51";"8.571,75";"Udført";"Nej"
"29.06.2012";"Danske Ekstra-pakke";"-75,00";"8.496,75";"Udført";"Nej"
